,country,year,sex,age,cases
47513,DJ,1990,f,15-24,0
47514,DJ,1991,f,15-24,0
47515,DJ,1992,f,15-24,0
47516,DJ,1993,f,15-24,0
47517,DJ,1994,f,15-24,0
47518,DJ,1995,f,15-24,0
47519,DJ,1996,f,15-24,247
47520,DJ,1997,f,15-24,202
47521,DJ,1998,f,15-24,208
47522,DJ,1999,f,15-24,158
47523,DJ,2000,f,15-24,147
47524,DJ,2001,f,15-24,156
47525,DJ,2002,f,15-24,142
47526,DJ,2003,f,15-24,127
47527,DJ,2004,f,15-24,111
47528,DJ,2005,f,15-24,123
47529,DJ,2006,f,15-24,117
47530,DJ,2007,f,15-24,129
47531,DJ,2008,f,15-24,138
47532,DK,1980,f,15-24,0
47533,DK,1981,f,15-24,0
47534,DK,1982,f,15-24,0
47535,DK,1983,f,15-24,0
47536,DK,1984,f,15-24,0
47537,DK,1985,f,15-24,0
47538,DK,1986,f,15-24,0
47539,DK,1987,f,15-24,0
47540,DK,1988,f,15-24,0
47541,DK,1989,f,15-24,0
47542,DK,1990,f,15-24,0
47543,DK,1991,f,15-24,0
47544,DK,1992,f,15-24,0
47545,DK,1993,f,15-24,0
47546,DK,1994,f,15-24,0
47547,DK,1995,f,15-24,7
47548,DK,1996,f,15-24,5
47549,DK,1997,f,15-24,6
47550,DK,1998,f,15-24,6
47551,DK,1999,f,15-24,11
47552,DK,2000,f,15-24,16
47553,DK,2001,f,15-24,5
47554,DK,2002,f,15-24,14
47555,DK,2003,f,15-24,6
47556,DK,2004,f,15-24,10
47557,DK,2005,f,15-24,11
47558,DK,2006,f,15-24,6
47559,DK,2007,f,15-24,8
47560,DK,2008,f,15-24,5
47561,DM,1980,f,15-24,0
47562,DM,1981,f,15-24,0
47563,DM,1982,f,15-24,0
47564,DM,1983,f,15-24,0
47565,DM,1984,f,15-24,0
47566,DM,1985,f,15-24,0
47567,DM,1986,f,15-24,0
47568,DM,1987,f,15-24,0
47569,DM,1988,f,15-24,0
47570,DM,1989,f,15-24,0
47571,DM,1990,f,15-24,0
47572,DM,1991,f,15-24,0
47573,DM,1992,f,15-24,0
47574,DM,1993,f,15-24,0
47575,DM,1994,f,15-24,0
47576,DM,1995,f,15-24,0
47577,DM,1996,f,15-24,0
47578,DM,1997,f,15-24,0
47579,DM,1998,f,15-24,2
47580,DM,2001,f,15-24,0
47581,DM,2002,f,15-24,0
47582,DM,2005,f,15-24,0
47583,DM,2006,f,15-24,1
47584,DM,2007,f,15-24,0
47585,DM,2008,f,15-24,0
47586,DO,1980,f,15-24,0
47587,DO,1981,f,15-24,0
47588,DO,1982,f,15-24,0
47589,DO,1983,f,15-24,0
47590,DO,1984,f,15-24,0
47591,DO,1985,f,15-24,0
47592,DO,1986,f,15-24,0
47593,DO,1987,f,15-24,0
47594,DO,1988,f,15-24,0
47595,DO,1989,f,15-24,0
47596,DO,1990,f,15-24,0
47597,DO,1991,f,15-24,0
47598,DO,1992,f,15-24,0
47599,DO,1993,f,15-24,0
47600,DO,1994,f,15-24,0
47601,DO,1995,f,15-24,0
47602,DO,1996,f,15-24,178
47603,DO,1997,f,15-24,314
47604,DO,1998,f,15-24,265
47605,DO,1999,f,15-24,363
47606,DO,2000,f,15-24,317
47607,DO,2001,f,15-24,0
47608,DO,2002,f,15-24,251
47609,DO,2003,f,15-24,301
47610,DO,2004,f,15-24,301
47611,DO,2005,f,15-24,339
47612,DO,2006,f,15-24,287
47613,DO,2007,f,15-24,249
47614,DO,2008,f,15-24,288
47615,DZ,1980,f,15-24,0
47616,DZ,1982,f,15-24,0
47617,DZ,1983,f,15-24,0
47618,DZ,1984,f,15-24,0
47619,DZ,1985,f,15-24,0
47620,DZ,1986,f,15-24,0
47621,DZ,1987,f,15-24,0
47622,DZ,1988,f,15-24,0
47623,DZ,1989,f,15-24,0
47624,DZ,1990,f,15-24,0
47625,DZ,1991,f,15-24,0
47626,DZ,1992,f,15-24,0
47627,DZ,1993,f,15-24,0
47628,DZ,1994,f,15-24,0
47629,DZ,1995,f,15-24,0
47630,DZ,1996,f,15-24,0
47631,DZ,1997,f,15-24,1102
47632,DZ,1998,f,15-24,0
47633,DZ,1999,f,15-24,884
47634,DZ,2000,f,15-24,1005
47635,DZ,2001,f,15-24,1057
47636,DZ,2002,f,15-24,1840
47637,DZ,2003,f,15-24,1017
47638,DZ,2004,f,15-24,1011
47639,DZ,2005,f,15-24,1044
47640,DZ,2006,f,15-24,971
47641,DZ,2007,f,15-24,1031
47642,DZ,2008,f,15-24,1263
47643,EC,1980,f,15-24,0
47644,EC,1981,f,15-24,0
47645,EC,1982,f,15-24,0
47646,EC,1983,f,15-24,0
47647,EC,1984,f,15-24,0
47648,EC,1985,f,15-24,0
47649,EC,1986,f,15-24,0
47650,EC,1987,f,15-24,0
47651,EC,1988,f,15-24,0
47652,EC,1989,f,15-24,0
47653,EC,1990,f,15-24,0
47654,EC,1991,f,15-24,0
47655,EC,1992,f,15-24,0
47656,EC,1993,f,15-24,0
47657,EC,1994,f,15-24,0
47658,EC,1995,f,15-24,0
47659,EC,1996,f,15-24,0
47660,EC,1997,f,15-24,0
47661,EC,1998,f,15-24,290
47662,EC,1999,f,15-24,0
47663,EC,2000,f,15-24,0
47664,EC,2001,f,15-24,591
47665,EC,2002,f,15-24,0
47666,EC,2003,f,15-24,217
47667,EC,2004,f,15-24,522
47668,EC,2005,f,15-24,329
47669,EC,2006,f,15-24,321
47670,EC,2007,f,15-24,365
47671,EC,2008,f,15-24,334
47672,EE,1980,f,15-24,0
47673,EE,1981,f,15-24,0
47674,EE,1982,f,15-24,0
47675,EE,1983,f,15-24,0
47676,EE,1984,f,15-24,0
47677,EE,1985,f,15-24,0
47678,EE,1986,f,15-24,0
47679,EE,1987,f,15-24,0
47680,EE,1988,f,15-24,0
47681,EE,1989,f,15-24,0
47682,EE,1990,f,15-24,0
47683,EE,1991,f,15-24,0
47684,EE,1992,f,15-24,0
47685,EE,1993,f,15-24,0
47686,EE,1994,f,15-24,0
47687,EE,1995,f,15-24,0
47688,EE,1996,f,15-24,10
47689,EE,1997,f,15-24,8
47690,EE,1998,f,15-24,7
47691,EE,1999,f,15-24,8
47692,EE,2000,f,15-24,9
47693,EE,2001,f,15-24,6
47694,EE,2002,f,15-24,7
47695,EE,2003,f,15-24,7
47696,EE,2004,f,15-24,4
47697,EE,2005,f,15-24,6
47698,EE,2006,f,15-24,3
47699,EE,2007,f,15-24,2
47700,EE,2008,f,15-24,2
47701,EG,1980,f,15-24,0
47702,EG,1981,f,15-24,0
47703,EG,1982,f,15-24,0
47704,EG,1983,f,15-24,0
47705,EG,1984,f,15-24,0
47706,EG,1985,f,15-24,0
47707,EG,1986,f,15-24,0
47708,EG,1987,f,15-24,0
47709,EG,1988,f,15-24,0
47710,EG,1989,f,15-24,0
47711,EG,1990,f,15-24,0
47712,EG,1991,f,15-24,0
47713,EG,1992,f,15-24,0
47714,EG,1993,f,15-24,0
47715,EG,1994,f,15-24,0
47716,EG,1995,f,15-24,288
47717,EG,1996,f,15-24,52
47718,EG,1997,f,15-24,525
47719,EG,1998,f,15-24,489
47720,EG,1999,f,15-24,485
47721,EG,2000,f,15-24,457
47722,EG,2001,f,15-24,438
47723,EG,2002,f,15-24,424
47724,EG,2003,f,15-24,463
47725,EG,2004,f,15-24,491
47726,EG,2005,f,15-24,431
47727,EG,2006,f,15-24,470
47728,EG,2007,f,15-24,500
47729,EG,2008,f,15-24,382
47730,ER,1990,f,15-24,0
47731,ER,1992,f,15-24,0
47732,ER,1993,f,15-24,0
47733,ER,1994,f,15-24,0
47734,ER,1995,f,15-24,0
47735,ER,1996,f,15-24,0
47736,ER,1997,f,15-24,3
47737,ER,1998,f,15-24,43
47738,ER,1999,f,15-24,65
47739,ER,2000,f,15-24,100
47740,ER,2001,f,15-24,96
47741,ER,2002,f,15-24,75
47742,ER,2003,f,15-24,120
47743,ER,2004,f,15-24,95
47744,ER,2005,f,15-24,67
47745,ER,2006,f,15-24,109
47746,ER,2007,f,15-24,70
47747,ER,2008,f,15-24,0
47748,ES,1980,f,15-24,0
47749,ES,1981,f,15-24,0
47750,ES,1982,f,15-24,0
47751,ES,1983,f,15-24,0
47752,ES,1984,f,15-24,0
47753,ES,1985,f,15-24,0
47754,ES,1986,f,15-24,0
47755,ES,1987,f,15-24,0
47756,ES,1988,f,15-24,0
47757,ES,1989,f,15-24,0
47758,ES,1990,f,15-24,0
47759,ES,1991,f,15-24,0
47760,ES,1992,f,15-24,0
47761,ES,1993,f,15-24,0
47762,ES,1995,f,15-24,90
47763,ES,1996,f,15-24,0
47764,ES,1997,f,15-24,0
47765,ES,1998,f,15-24,149
47766,ES,1999,f,15-24,0
47767,ES,2000,f,15-24,0
47768,ES,2001,f,15-24,140
47769,ES,2002,f,15-24,194
47770,ES,2003,f,15-24,138
47771,ES,2004,f,15-24,158
47772,ES,2005,f,15-24,142
47773,ES,2006,f,15-24,122
47774,ES,2007,f,15-24,164
47775,ES,2008,f,15-24,168
47776,ET,1980,f,15-24,0
47777,ET,1981,f,15-24,0
47778,ET,1982,f,15-24,0
47779,ET,1983,f,15-24,0
47780,ET,1984,f,15-24,0
47781,ET,1985,f,15-24,0
47782,ET,1986,f,15-24,0
47783,ET,1987,f,15-24,0
47784,ET,1988,f,15-24,0
47785,ET,1989,f,15-24,0
47786,ET,1990,f,15-24,0
47787,ET,1991,f,15-24,0
47788,ET,1992,f,15-24,0
47789,ET,1993,f,15-24,0
47790,ET,1994,f,15-24,0
47791,ET,1995,f,15-24,908
47792,ET,1996,f,15-24,1564
47793,ET,1997,f,15-24,2469
47794,ET,1998,f,15-24,3016
47795,ET,1999,f,15-24,3310
47796,ET,2000,f,15-24,4699
47797,ET,2001,f,15-24,5109
47798,ET,2002,f,15-24,5607
47799,ET,2003,f,15-24,5936
47800,ET,2004,f,15-24,6422
47801,ET,2005,f,15-24,5885
47802,ET,2006,f,15-24,5238
47803,ET,2007,f,15-24,5426
47804,ET,2008,f,15-24,5490
47805,FI,1980,f,15-24,0
47806,FI,1981,f,15-24,0
47807,FI,1982,f,15-24,0
47808,FI,1983,f,15-24,0
47809,FI,1984,f,15-24,0
47810,FI,1985,f,15-24,0
47811,FI,1986,f,15-24,0
47812,FI,1987,f,15-24,0
47813,FI,1988,f,15-24,0
47814,FI,1989,f,15-24,0
47815,FI,1990,f,15-24,0
47816,FI,1991,f,15-24,0
47817,FI,1992,f,15-24,0
47818,FI,1993,f,15-24,0
47819,FI,1994,f,15-24,0
47820,FI,1995,f,15-24,1
47821,FI,1996,f,15-24,4
47822,FI,1997,f,15-24,2
47823,FI,1998,f,15-24,3
47824,FI,1999,f,15-24,2
47825,FI,2000,f,15-24,1
47826,FI,2001,f,15-24,3
47827,FI,2002,f,15-24,4
47828,FI,2003,f,15-24,2
47829,FI,2004,f,15-24,1
47830,FI,2005,f,15-24,3
47831,FI,2006,f,15-24,2
47832,FI,2007,f,15-24,6
47833,FI,2008,f,15-24,4
47834,FJ,1980,f,15-24,0
47835,FJ,1981,f,15-24,0
47836,FJ,1982,f,15-24,0
47837,FJ,1983,f,15-24,0
47838,FJ,1984,f,15-24,0
47839,FJ,1985,f,15-24,0
47840,FJ,1986,f,15-24,0
47841,FJ,1987,f,15-24,0
47842,FJ,1988,f,15-24,0
47843,FJ,1989,f,15-24,0
47844,FJ,1990,f,15-24,0
47845,FJ,1991,f,15-24,0
47846,FJ,1992,f,15-24,0
47847,FJ,1993,f,15-24,0
47848,FJ,1994,f,15-24,4
47849,FJ,1995,f,15-24,10
47850,FJ,1996,f,15-24,6
47851,FJ,1997,f,15-24,6
47852,FJ,1998,f,15-24,10
47853,FJ,1999,f,15-24,5
47854,FJ,2000,f,15-24,7
47855,FJ,2001,f,15-24,7
47856,FJ,2002,f,15-24,8
47857,FJ,2003,f,15-24,4
47858,FJ,2004,f,15-24,8
47859,FJ,2005,f,15-24,7
47860,FJ,2006,f,15-24,12
47861,FJ,2007,f,15-24,11
47862,FJ,2008,f,15-24,13
47863,FM,1982,f,15-24,0
47864,FM,1983,f,15-24,0
47865,FM,1984,f,15-24,0
47866,FM,1985,f,15-24,0
47867,FM,1986,f,15-24,0
47868,FM,1987,f,15-24,0
47869,FM,1988,f,15-24,0
47870,FM,1989,f,15-24,0
47871,FM,1990,f,15-24,0
47872,FM,1991,f,15-24,0
47873,FM,1992,f,15-24,0
47874,FM,1993,f,15-24,0
47875,FM,1994,f,15-24,0
47876,FM,1995,f,15-24,0
47877,FM,1996,f,15-24,1
47878,FM,1997,f,15-24,1
47879,FM,1998,f,15-24,1
47880,FM,1999,f,15-24,0
47881,FM,2000,f,15-24,3
47882,FM,2001,f,15-24,0
47883,FM,2002,f,15-24,5
47884,FM,2003,f,15-24,4
47885,FM,2004,f,15-24,4
47886,FM,2005,f,15-24,0
47887,FM,2006,f,15-24,23
47888,FM,2007,f,15-24,11
47889,FM,2008,f,15-24,10
47890,FR,1980,f,15-24,0
47891,FR,1981,f,15-24,0
47892,FR,1982,f,15-24,0
47893,FR,1983,f,15-24,0
47894,FR,1984,f,15-24,0
47895,FR,1985,f,15-24,0
47896,FR,1986,f,15-24,0
47897,FR,1987,f,15-24,0
47898,FR,1988,f,15-24,0
47899,FR,1989,f,15-24,0
47900,FR,1990,f,15-24,0
47901,FR,1991,f,15-24,0
47902,FR,1992,f,15-24,0
47903,FR,1993,f,15-24,0
47904,FR,1994,f,15-24,0
47905,FR,1995,f,15-24,138
47906,FR,1996,f,15-24,124
47907,FR,1997,f,15-24,117
47908,FR,1998,f,15-24,0
47909,FR,1999,f,15-24,110
47910,FR,2000,f,15-24,108
47911,FR,2001,f,15-24,131
47912,FR,2002,f,15-24,106
47913,FR,2003,f,15-24,114
47914,FR,2004,f,15-24,96
47915,FR,2005,f,15-24,104
47916,FR,2006,f,15-24,112
47917,FR,2007,f,15-24,127
47918,FR,2008,f,15-24,57
47919,GA,1980,f,15-24,0
47920,GA,1981,f,15-24,0
47921,GA,1982,f,15-24,0
47922,GA,1983,f,15-24,0
47923,GA,1984,f,15-24,0
47924,GA,1985,f,15-24,0
47925,GA,1986,f,15-24,0
47926,GA,1987,f,15-24,0
47927,GA,1988,f,15-24,0
47928,GA,1989,f,15-24,0
47929,GA,1990,f,15-24,0
47930,GA,1991,f,15-24,0
47931,GA,1992,f,15-24,0
47932,GA,1993,f,15-24,0
47933,GA,1994,f,15-24,0
47934,GA,1995,f,15-24,47
47935,GA,1996,f,15-24,33
47936,GA,1997,f,15-24,0
47937,GA,1998,f,15-24,97
47938,GA,1999,f,15-24,97
47939,GA,2001,f,15-24,127
47940,GA,2002,f,15-24,125
47941,GA,2003,f,15-24,138
47942,GA,2004,f,15-24,173
47943,GA,2005,f,15-24,128
47944,GA,2006,f,15-24,160
47945,GA,2007,f,15-24,0
47946,GA,2008,f,15-24,209
47947,GB,1980,f,15-24,0
47948,GB,1981,f,15-24,0
47949,GB,1982,f,15-24,0
47950,GB,1983,f,15-24,0
47951,GB,1984,f,15-24,0
47952,GB,1985,f,15-24,0
47953,GB,1986,f,15-24,0
47954,GB,1987,f,15-24,0
47955,GB,1988,f,15-24,0
47956,GB,1989,f,15-24,0
47957,GB,1990,f,15-24,0
47958,GB,1991,f,15-24,0
47959,GB,1992,f,15-24,0
47960,GB,1993,f,15-24,0
47961,GB,1994,f,15-24,0
47962,GB,1995,f,15-24,0
47963,GB,1996,f,15-24,0
47964,GB,1997,f,15-24,67
47965,GB,1998,f,15-24,105
47966,GB,1999,f,15-24,55
47967,GB,2000,f,15-24,95
47968,GB,2001,f,15-24,74
47969,GB,2002,f,15-24,82
47970,GB,2003,f,15-24,108
47971,GB,2004,f,15-24,126
47972,GB,2005,f,15-24,115
47973,GB,2006,f,15-24,168
47974,GB,2007,f,15-24,145
47975,GB,2008,f,15-24,134
47976,GD,1980,f,15-24,0
47977,GD,1981,f,15-24,0
47978,GD,1982,f,15-24,0
47979,GD,1983,f,15-24,0
47980,GD,1984,f,15-24,0
47981,GD,1985,f,15-24,0
47982,GD,1986,f,15-24,0
47983,GD,1987,f,15-24,0
47984,GD,1988,f,15-24,0
47985,GD,1989,f,15-24,0
47986,GD,1990,f,15-24,0
47987,GD,1991,f,15-24,0
47988,GD,1992,f,15-24,0
47989,GD,1993,f,15-24,0
47990,GD,1994,f,15-24,0
47991,GD,1995,f,15-24,0
47992,GD,1996,f,15-24,0
47993,GD,1997,f,15-24,1
47994,GD,1998,f,15-24,0
47995,GD,1999,f,15-24,0
47996,GD,2000,f,15-24,0
47997,GD,2002,f,15-24,0
47998,GD,2003,f,15-24,0
47999,GD,2004,f,15-24,0
48000,GD,2005,f,15-24,0
48001,GD,2006,f,15-24,0
48002,GD,2007,f,15-24,1
48003,GD,2008,f,15-24,0
48004,GE,1980,f,15-24,0
48005,GE,1981,f,15-24,0
48006,GE,1982,f,15-24,0
48007,GE,1983,f,15-24,0
48008,GE,1984,f,15-24,0
48009,GE,1985,f,15-24,0
48010,GE,1986,f,15-24,0
48011,GE,1987,f,15-24,0
48012,GE,1988,f,15-24,0
48013,GE,1989,f,15-24,0
48014,GE,1990,f,15-24,0
48015,GE,1992,f,15-24,0
48016,GE,1993,f,15-24,0
48017,GE,1995,f,15-24,8
48018,GE,1996,f,15-24,13
48019,GE,1997,f,15-24,38
48020,GE,1998,f,15-24,41
48021,GE,1999,f,15-24,27
48022,GE,2000,f,15-24,49
48023,GE,2001,f,15-24,63
48024,GE,2002,f,15-24,54
48025,GE,2003,f,15-24,65
48026,GE,2004,f,15-24,87
48027,GE,2005,f,15-24,109
48028,GE,2006,f,15-24,115
48029,GE,2007,f,15-24,153
48030,GE,2008,f,15-24,396
48031,GH,1980,f,15-24,0
48032,GH,1981,f,15-24,0
48033,GH,1982,f,15-24,0
48034,GH,1983,f,15-24,0
48035,GH,1984,f,15-24,0
48036,GH,1985,f,15-24,0
48037,GH,1986,f,15-24,0
48038,GH,1987,f,15-24,0
48039,GH,1988,f,15-24,0
48040,GH,1989,f,15-24,0
48041,GH,1990,f,15-24,0
48042,GH,1991,f,15-24,0
48043,GH,1992,f,15-24,0
48044,GH,1993,f,15-24,0
48045,GH,1994,f,15-24,0
48046,GH,1995,f,15-24,199
48047,GH,1996,f,15-24,177
48048,GH,1997,f,15-24,363
48049,GH,1998,f,15-24,483
48050,GH,1999,f,15-24,491
48051,GH,2000,f,15-24,456
48052,GH,2001,f,15-24,515
48053,GH,2002,f,15-24,489
48054,GH,2003,f,15-24,487
48055,GH,2004,f,15-24,454
48056,GH,2005,f,15-24,450
48057,GH,2006,f,15-24,494
48058,GH,2007,f,15-24,453
48059,GH,2008,f,15-24,0
48060,GM,1980,f,15-24,0
48061,GM,1981,f,15-24,0
48062,GM,1994,f,15-24,0
48063,GM,1995,f,15-24,39
48064,GM,1996,f,15-24,50
48065,GM,1997,f,15-24,55
48066,GM,1998,f,15-24,60
48067,GM,1999,f,15-24,58
48068,GM,2001,f,15-24,0
48069,GM,2002,f,15-24,71
48070,GM,2003,f,15-24,81
48071,GM,2004,f,15-24,55
48072,GM,2005,f,15-24,84
48073,GM,2006,f,15-24,88
48074,GM,2007,f,15-24,0
48075,GM,2008,f,15-24,94
48076,GN,1981,f,15-24,0
48077,GN,1982,f,15-24,0
48078,GN,1983,f,15-24,0
48079,GN,1984,f,15-24,0
48080,GN,1985,f,15-24,0
48081,GN,1986,f,15-24,0
48082,GN,1987,f,15-24,0
48083,GN,1988,f,15-24,0
48084,GN,1989,f,15-24,0
48085,GN,1990,f,15-24,0
48086,GN,1991,f,15-24,0
48087,GN,1992,f,15-24,0
48088,GN,1993,f,15-24,0
48089,GN,1994,f,15-24,0
48090,GN,1995,f,15-24,202
48091,GN,1996,f,15-24,223
48092,GN,1997,f,15-24,246
48093,GN,1998,f,15-24,303
48094,GN,1999,f,15-24,345
48095,GN,2000,f,15-24,314
48096,GN,2001,f,15-24,419
48097,GN,2002,f,15-24,399
48098,GN,2003,f,15-24,353
48099,GN,2004,f,15-24,470
48100,GN,2005,f,15-24,594
48101,GN,2006,f,15-24,586
48102,GN,2007,f,15-24,631
48103,GN,2008,f,15-24,610
48104,GQ,1984,f,15-24,0
48105,GQ,1985,f,15-24,0
48106,GQ,1986,f,15-24,0
48107,GQ,1987,f,15-24,0
48108,GQ,1988,f,15-24,0
48109,GQ,1989,f,15-24,0
48110,GQ,1990,f,15-24,0
48111,GQ,1991,f,15-24,0
48112,GQ,1992,f,15-24,0
48113,GQ,1993,f,15-24,0
48114,GQ,1994,f,15-24,0
48115,GQ,1995,f,15-24,18
48116,GQ,1996,f,15-24,0
48117,GQ,1997,f,15-24,23
48118,GQ,1998,f,15-24,37
48119,GQ,2003,f,15-24,0
48120,GQ,2004,f,15-24,45
48121,GQ,2006,f,15-24,0
48122,GQ,2007,f,15-24,0
48123,GQ,2008,f,15-24,57
48124,GR,1980,f,15-24,0
48125,GR,1981,f,15-24,0
48126,GR,1982,f,15-24,0
48127,GR,1983,f,15-24,0
48128,GR,1984,f,15-24,0
48129,GR,1985,f,15-24,0
48130,GR,1986,f,15-24,0
48131,GR,1987,f,15-24,0
48132,GR,1988,f,15-24,0
48133,GR,1989,f,15-24,0
48134,GR,1990,f,15-24,0
48135,GR,1991,f,15-24,0
48136,GR,1992,f,15-24,0
48137,GR,1995,f,15-24,0
48138,GR,1996,f,15-24,0
48139,GR,1997,f,15-24,14
48140,GR,1998,f,15-24,20
48141,GR,1999,f,15-24,5
48142,GR,2000,f,15-24,2
48143,GR,2001,f,15-24,7
48144,GR,2002,f,15-24,0
48145,GR,2003,f,15-24,7
48146,GR,2004,f,15-24,3
48147,GR,2005,f,15-24,13
48148,GR,2006,f,15-24,13
48149,GR,2007,f,15-24,13
48150,GR,2008,f,15-24,5
48151,GT,1980,f,15-24,0
48152,GT,1981,f,15-24,0
48153,GT,1982,f,15-24,0
48154,GT,1983,f,15-24,0
48155,GT,1984,f,15-24,0
48156,GT,1985,f,15-24,0
48157,GT,1986,f,15-24,0
48158,GT,1987,f,15-24,0
48159,GT,1988,f,15-24,0
48160,GT,1989,f,15-24,0
48161,GT,1990,f,15-24,0
48162,GT,1991,f,15-24,0
48163,GT,1992,f,15-24,0
48164,GT,1993,f,15-24,0
48165,GT,1994,f,15-24,0
48166,GT,1995,f,15-24,224
48167,GT,1996,f,15-24,214
48168,GT,1997,f,15-24,228
48169,GT,1998,f,15-24,203
48170,GT,1999,f,15-24,229
48171,GT,2000,f,15-24,199
48172,GT,2001,f,15-24,180
48173,GT,2002,f,15-24,192
48174,GT,2003,f,15-24,186
48175,GT,2004,f,15-24,278
48176,GT,2005,f,15-24,339
48177,GT,2006,f,15-24,0
48178,GT,2007,f,15-24,163
48179,GT,2008,f,15-24,199
48180,GU,1980,f,15-24,0
48181,GU,1981,f,15-24,0
48182,GU,1982,f,15-24,0
48183,GU,1983,f,15-24,0
48184,GU,1984,f,15-24,0
48185,GU,1985,f,15-24,0
48186,GU,1986,f,15-24,0
48187,GU,1987,f,15-24,0
48188,GU,1988,f,15-24,0
48189,GU,1989,f,15-24,0
48190,GU,1992,f,15-24,0
48191,GU,1993,f,15-24,0
48192,GU,1994,f,15-24,0
48193,GU,1999,f,15-24,0
48194,GU,2000,f,15-24,3
48195,GU,2001,f,15-24,2
48196,GU,2002,f,15-24,1
48197,GU,2003,f,15-24,3
48198,GU,2004,f,15-24,0
48199,GU,2005,f,15-24,3
48200,GU,2006,f,15-24,0
48201,GU,2007,f,15-24,0
48202,GU,2008,f,15-24,1
48203,GW,1980,f,15-24,0
48204,GW,1981,f,15-24,0
48205,GW,1982,f,15-24,0
48206,GW,1983,f,15-24,0
48207,GW,1984,f,15-24,0
48208,GW,1985,f,15-24,0
48209,GW,1986,f,15-24,0
48210,GW,1987,f,15-24,0
48211,GW,1988,f,15-24,0
48212,GW,1989,f,15-24,0
48213,GW,1990,f,15-24,0
48214,GW,1991,f,15-24,0
48215,GW,1992,f,15-24,0
48216,GW,1993,f,15-24,0
48217,GW,1994,f,15-24,0
48218,GW,1995,f,15-24,0
48219,GW,1996,f,15-24,49
48220,GW,1997,f,15-24,0
48221,GW,1998,f,15-24,0
48222,GW,1999,f,15-24,0
48223,GW,2000,f,15-24,30
48224,GW,2001,f,15-24,0
48225,GW,2002,f,15-24,80
48226,GW,2003,f,15-24,97
48227,GW,2004,f,15-24,87
48228,GW,2005,f,15-24,78
48229,GW,2006,f,15-24,82
48230,GW,2007,f,15-24,0
48231,GW,2008,f,15-24,85
48232,GY,1980,f,15-24,0
48233,GY,1981,f,15-24,0
48234,GY,1982,f,15-24,0
48235,GY,1983,f,15-24,0
48236,GY,1984,f,15-24,0
48237,GY,1985,f,15-24,0
48238,GY,1986,f,15-24,0
48239,GY,1987,f,15-24,0
48240,GY,1988,f,15-24,0
48241,GY,1989,f,15-24,0
48242,GY,1990,f,15-24,0
48243,GY,1991,f,15-24,0
48244,GY,1992,f,15-24,0
48245,GY,1993,f,15-24,0
48246,GY,1994,f,15-24,0
48247,GY,1995,f,15-24,5
48248,GY,1996,f,15-24,8
48249,GY,1997,f,15-24,9
48250,GY,1998,f,15-24,32
48251,GY,1999,f,15-24,0
48252,GY,2000,f,15-24,11
48253,GY,2001,f,15-24,6
48254,GY,2002,f,15-24,32
48255,GY,2003,f,15-24,35
48256,GY,2004,f,15-24,35
48257,GY,2005,f,15-24,41
48258,GY,2006,f,15-24,15
48259,GY,2007,f,15-24,20
48260,GY,2008,f,15-24,20
48261,HK,1980,f,15-24,0
48262,HK,1981,f,15-24,0
48263,HK,1982,f,15-24,0
48264,HK,1983,f,15-24,0
48265,HK,1984,f,15-24,0
48266,HK,1985,f,15-24,0
48267,HK,1986,f,15-24,0
48268,HK,1987,f,15-24,0
48269,HK,1988,f,15-24,0
48270,HK,1989,f,15-24,0
48271,HK,1990,f,15-24,0
48272,HK,1991,f,15-24,0
48273,HK,1992,f,15-24,0
48274,HK,1993,f,15-24,0
48275,HK,1994,f,15-24,0
48276,HK,1995,f,15-24,0
48277,HK,1996,f,15-24,0
48278,HK,1997,f,15-24,85
48279,HK,1998,f,15-24,0
48280,HK,1999,f,15-24,85
48281,HK,2000,f,15-24,65
48282,HK,2001,f,15-24,88
48283,HK,2002,f,15-24,97
48284,HK,2003,f,15-24,88
48285,HK,2004,f,15-24,97
48286,HK,2005,f,15-24,67
48287,HK,2006,f,15-24,59
48288,HK,2007,f,15-24,59
48289,HK,2008,f,15-24,65
48290,HN,1980,f,15-24,0
48291,HN,1981,f,15-24,0
48292,HN,1982,f,15-24,0
48293,HN,1983,f,15-24,0
48294,HN,1984,f,15-24,0
48295,HN,1985,f,15-24,0
48296,HN,1986,f,15-24,0
48297,HN,1987,f,15-24,0
48298,HN,1988,f,15-24,0
48299,HN,1989,f,15-24,0
48300,HN,1990,f,15-24,0
48301,HN,1991,f,15-24,0
48302,HN,1992,f,15-24,0
48303,HN,1993,f,15-24,0
48304,HN,1994,f,15-24,0
48305,HN,1995,f,15-24,208
48306,HN,1996,f,15-24,167
48307,HN,1997,f,15-24,166
48308,HN,1998,f,15-24,206
48309,HN,1999,f,15-24,214
48310,HN,2000,f,15-24,21
48311,HN,2001,f,15-24,25
48312,HN,2002,f,15-24,23
48313,HN,2003,f,15-24,15
48314,HN,2004,f,15-24,13
48315,HN,2005,f,15-24,219
48316,HN,2006,f,15-24,206
48317,HN,2007,f,15-24,185
48318,HN,2008,f,15-24,152
48319,HR,1980,f,15-24,0
48320,HR,1981,f,15-24,0
48321,HR,1982,f,15-24,0
48322,HR,1983,f,15-24,0
48323,HR,1984,f,15-24,0
48324,HR,1985,f,15-24,0
48325,HR,1986,f,15-24,0
48326,HR,1987,f,15-24,0
48327,HR,1988,f,15-24,0
